HoiH23_hyp_clust10942.t1	GPCRrhod.HG12.20:NA
HoiH23_PlH23_011954-RA	GPCRrhod.HG45.10:NA
HoiH23_PlH23_011957-RA	GPCRrhod.HG34.25:NA
HoiH23_PlH23_011963-RA	GPCRrhod.HG34.8:NA
HoiH23_PlH23_011967-RA	GPCRrhod.HG12.64:NA
HoiH23_PlH23_011969-RA	GPCRrhod.HG29.13:NA
HoiH23_PlH23_011971-RA	GPCRrhod.HG10.22:NA
HoiH23_PlH23_011976-RA	GPCRrhod.HG29.34:NA
HoiH23_PlH23_011981-RA	GPCRrhod.HG22.60:NA
HoiH23_PlH23_011986-RA	GPCRrhod.HG12.64:NA
HoiH23_PlH23_011988-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011993-RA	GPCRrhod.HG32.46:NA
HoiH23_PlH23_011994-RA	GPCRrhod.HG12.52:NA
HoiH23_PlH23_011995-RA	GPCRrhod.HG10.21:NA
HoiH23_PlH23_011997-RA	GPCRrhod.HG34.17:NA
HoiH23_PlH23_011998-RA	GPCRrhod.HG52.14:NA
HoiH23_PlH23_012008-RA	GPCRrhod.HG34.32:NA
HoiH23_PlH23_012011-RA	GPCRrhod.HG52.18:NA
HoiH23_PlH23_012017-RA	GPCRrhod.HG32.6:NA
HoiH23_PlH23_012025-RA	GPCRrhod.HG51.0:NA
HoiH23_PlH23_012027-RA	GPCRrhod.HG12.64:NA
HoiH23_PlH23_012036-RA	GPCRrhod.HG10.50:NA
HoiH23_PlH23_012037-RA	GPCRrhod.HG45.9:NA
HoiH23_PlH23_012043-RA	GPCRrhod.HG32.23:NA
