#OG_name	nb_species	nb_reduced_prot	nb_all_prot	clustering_coefficient
OG_817	4	4	4	1.0
OG_818	4	4	4	1.0
OG_819	4	4	4	1.0
OG_820	4	4	4	1.0
OG_821	4	4	4	1.0
OG_822	4	6	6	1.0
OG_823	3	3	3	1.0
OG_824	4	4	4	1.0
OG_825	4	4	4	1.0
OG_826	4	4	4	1.0
OG_827	4	4	4	1.0
OG_828	4	4	4	1.0
OG_829	4	4	4	1.0
OG_830	4	4	4	1.0
OG_831	4	4	4	1.0
OG_832	4	4	4	1.0
OG_833	4	4	4	1.0
OG_834	4	4	4	1.0
OG_835	4	4	4	1.0
OG_836	4	4	4	1.0
OG_837	3	3	3	1.0
OG_838	4	4	4	1.0
OG_839	4	4	4	1.0
OG_840	4	4	4	1.0
OG_841	4	4	4	1.0
OG_842	4	4	4	1.0
OG_843	4	4	4	1.0
OG_844	4	4	4	1.0
OG_845	4	4	4	1.0
OG_846	4	4	4	1.0
OG_847	4	4	4	1.0
OG_848	4	4	4	1.0
OG_849	4	4	4	1.0
OG_850	4	4	4	1.0
OG_851	4	4	4	1.0
OG_852	4	4	4	1.0
OG_853	4	4	4	1.0
OG_854	4	5	5	0.9
OG_855	4	4	4	1.0
OG_856	4	4	4	1.0
OG_857	4	4	4	1.0
OG_858	4	4	4	1.0
OG_859	4	4	4	1.0
OG_860	4	4	4	1.0
OG_861	4	4	4	1.0
OG_862	4	4	4	1.0
OG_863	4	4	4	1.0
OG_864	4	4	4	1.0
OG_865	4	4	4	1.0
OG_866	3	3	3	1.0
OG_867	4	4	4	1.0
OG_868	4	4	4	1.0
OG_869	4	4	4	1.0
OG_870	4	4	4	1.0
OG_871	4	4	4	1.0
OG_872	4	4	4	1.0
OG_873	4	4	4	1.0
OG_874	4	4	4	1.0
OG_875	4	4	4	1.0
OG_876	4	4	4	1.0
OG_877	4	4	4	1.0
OG_878	4	4	4	1.0
OG_879	4	4	4	1.0
OG_880	4	4	4	1.0
OG_881	4	4	4	1.0
OG_882	4	4	4	1.0
OG_883	4	4	4	1.0
OG_884	4	4	4	1.0
OG_885	4	4	4	1.0
OG_886	4	4	4	1.0
OG_887	4	4	4	1.0
OG_888	4	4	4	1.0
OG_889	4	4	4	1.0
OG_890	4	4	4	1.0
OG_891	4	4	4	1.0
OG_892	4	4	4	1.0
OG_893	4	4	4	1.0
OG_894	4	4	4	1.0
OG_895	4	4	4	1.0
OG_896	4	4	4	1.0
OG_897	4	4	4	1.0
OG_898	4	4	4	1.0
OG_899	4	4	4	1.0
OG_900	4	4	4	1.0
OG_901	4	4	4	1.0
OG_902	3	3	3	1.0
OG_903	4	4	4	1.0
OG_904	4	4	4	1.0
OG_905	4	4	4	1.0
OG_906	4	4	4	1.0
OG_907	4	5	5	1.0
OG_908	4	4	4	1.0
OG_909	4	4	4	1.0
OG_910	4	4	4	1.0
OG_911	4	4	4	1.0
OG_912	3	3	3	1.0
OG_913	4	4	4	1.0
OG_914	3	3	3	1.0
OG_915	4	4	4	1.0
