TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	11.345551	10.316275
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	5.4131374	0.79604965
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.293669	5.7338114
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.98623	6.2125998
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.165922	6.3287096
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.1420896	-6.822609
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	11.012964	10.131852
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-10.857677	2.3776925
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	-4.405907	8.610171
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.940126	6.519739
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.5975564	-6.1789994
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.7488309	-6.085418
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.542124	5.328825
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.267857	5.0475307
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	-2.3247068	-13.656439
peptidergic_gamma_like	skyblue1	44	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_gamma_like	-5.561607	-0.12717816
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.841313	3.0721874
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-1.0016843	1.7815131
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.2914328	0.9327016
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	-2.378109	-13.720003
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.589339	6.7581
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	3.5797582	17.594898
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.232538	10.298192
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	-4.482056	8.631102
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.664595	5.826827
peptidergic_progenitors	blueviolet	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_progenitors	9.339213	6.7265773
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.65644205	1.5395966
peptidergic_omicron	lightskyblue	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_omicron	-8.598825	13.577239
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.912123	7.6967926
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.687682	10.591759
epithelia_unknown_1	plum3	55	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_unknown_1	-0.75454426	17.255867
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	5.357112	0.55922705
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	10.308897	10.479949
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.6935354	-5.742478
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	0.044060916	2.0061398
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-1.1134233	1.7534186
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.735489	6.343959
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.14318936	-6.545291
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.884111	6.748714
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.645129	10.633607
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	4.8247375	17.092072
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.13062327	-6.725841
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.47326055	0.77025646
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.751516	5.8757405
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-1.0758133	2.3265114
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.259707	5.143662
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.7862002	-6.034375
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.07642357	-6.69645
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	5.660976	17.70645
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.705457	-5.956088
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.461312	10.490649
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.483914	5.8801417
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.99469	7.3418846
gland_1	darkorange3	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.7850571	1.9203359
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu_like	7.50713	-8.483827
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.78023964	0.80996674
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_zeta	10.6459875	22.157707
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	5.2017045	17.905952
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.8133609	-6.0677943
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.52942	6.0752487
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.772414	6.8299503
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.173937	5.7629395
peptidergic_iota_like	deepskyblue1	56	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	6.098335	24.010616
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.2111413	-6.660935
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	5.4949164	0.8159111
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	4.6258063	16.790777
epithelia_ventral	orchid1	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	-2.0972805	1.4709663
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.652413	7.048145
peptidergic_eta	royalblue1	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_eta	14.191205	-5.7128553
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.7927165	4.0770903
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.502177	5.926052
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.870771	7.392417
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.160857	5.730941
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	0.004053995	1.3694494
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	12.583083	-8.230381
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.992778	10.164312
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	3.2065663	8.889649
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	4.5196247	16.950327
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.07643392	-6.434406
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.7264783	-5.494601
unknown_2.4	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.674524	5.8225713
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.389006	6.3463607
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	-4.4320645	21.060425
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	3.1492252	8.94504
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.629034	10.563913
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	5.8216667	-12.136321
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.615915	10.435167
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-2.0013354	-5.717369
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	-2.2292085	-13.534192
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	5.8361387	-12.122808
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.6412035	-5.9081063
peptidergic_eta	royalblue1	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_eta	14.076755	-5.813715
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.82416	-6.1500587
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	4.4095526	16.871243
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.28236383	-6.6525884
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.602309	6.019312
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.001848	6.2906938
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.7536961	-6.171546
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	5.624809	17.99496
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-10.939892	2.4522963
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.490103	6.7107806
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.8576403	6.360233
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	8.98673	7.686817
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	-4.3083763	8.7197695
trans_lipophil_1_epithelia	gray80	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_epithelia	-1.3754234	-6.135071
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-1.1112505	2.184262
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	-4.4656277	21.153316
peptidergic_gamma_like	skyblue1	44	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_gamma_like	-5.5327106	-0.15796399
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.60744935	1.3201923
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-1.1491721	1.9286243
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.6178032	-6.2870884
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	12.530336	-8.279656
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	3.1715884	8.796998
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.48434088	1.0314485
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.42445403	2.8240976
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	5.394924	16.284956
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	9.40697	7.1434655
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	12.598455	-8.200258
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	3.1369712	8.822332
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	4.1046925	17.461607
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.8529867	0.9214675
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.1091366	5.0699353
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.1869249	-6.4946384
trans_lipophil_1_fibre	gray90	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_fibre	5.4574428	16.844711
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-9.86226	2.686226
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	12.751844	-7.8849316
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.580785	5.971287
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.8934655	5.0814676
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	6.1747394	5.810425
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	-4.1145377	8.379992
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	3.5840847	17.679869
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.772349	-5.53956
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-2.1445692	1.7577505
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.71849734	2.578858
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.745713	10.601736
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.08434518	1.580032
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.30293015	-6.6802483
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.1315402	-5.883858
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.249137	6.07409
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	-2.2912111	-13.436541
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.0188233	-6.5988293
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.2547339	-6.6218996
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	-4.1733356	8.429366
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-9.959652	2.589162
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	12.649999	-8.116436
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.71238756	2.0399764
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.830027	-5.6750894
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	5.5133934	17.648298
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_zeta	10.65832	22.142735
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.8687825	4.1173377
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	-2.234147	-13.487391
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.552666	6.7116537
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-1.1303746	2.297397
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.3076353	-6.352149
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.04141045	1.244139
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	8.374642	7.6732993
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	-4.530632	8.634257
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu_like	7.665238	-8.642248
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-10.81584	2.3984845
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.010968774	-6.451678
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.943864	6.2812133
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.7562045	-5.935551
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	-2.2331998	-13.539021
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.9131557	-5.8675947
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	0.24025033	-6.635076
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.327923	5.8334484
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	0.055924382	1.33819
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.54546	-6.0788307
peptidergic_theta	royalblue3	54	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_theta	-14.770418	0.06193974
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	3.1677294	8.904371
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.357208	10.88828
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.192284	5.7586403
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.79651904	1.5436484
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	10.756382	8.548719
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.7343303	-5.548785
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.319151	5.997542
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.6973896	-5.9884834
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-1.0494808	2.575179
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	0.017891472	1.2776299
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.52584	10.5385275
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.8295521	0.8066646
unknown_1	darkolivegreen2	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	5.5101204	18.187359
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	-4.1926117	8.299932
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.8813012	-5.759905
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.184295	10.63944
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.2671666	4.848712
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.691044	6.0616245
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-2.1416395	1.7304317
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.7778044	3.3406372
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.12957	6.294251
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	14.56457	5.526988
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.5981045	10.451932
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	3.1128945	8.913225
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.007406404	1.1962255
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	3.8510952	17.40127
unknown_2.4	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	13.776457	5.8412123
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.829883	6.8742204
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.5424824	4.7747216
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	5.137391	17.426504
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-1.5134382	-5.6184063
epithelia_dorsal	mediumorchid3	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	3.3745565	8.956825
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	12.332266	-8.517576
peptidergic_theta	royalblue3	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_theta	7.321358	-3.8747196
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.559358	7.2702217
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.428974	10.803784
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	12.559444	-8.244072
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.76288563	2.6424985
peptidergic_delta	skyblue3	53	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_delta	8.942996	-12.653471
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	5.412593	16.510157
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	-0.3185221	2.139765
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	4.0798144	17.307606
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.693961	4.0147324
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	4.432544	16.794973
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	-4.243936	21.067148
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	-2.2276287	-13.561109
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	-2.1456954	-13.441828
