Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	6.657662	10.009293
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.192164	3.3038285
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.7463923	0.24605076
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	6.18355	8.620937
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	11.603706	2.6157956
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.7019978	-0.9434411
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_epithelia_unknown	7.267463	-0.74787
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_peptidergic_zeta_like	23.698523	9.202257
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.914473	9.125351
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	6.9477444	9.0197
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.9434323	-0.35166466
unassigned	unassigned	unassigned	trans_lipophil_1_lipophil_2	gray35	3	batch2	HoiH23	HoiH23_trans_lipophil_1_lipophil_2	12.202567	2.5699925
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	11.720446	2.431622
unassigned	unassigned	unassigned	epithelia_unknown	plum3	38	batch2	HoiH23	HoiH23_epithelia_unknown	1.323383	18.447983
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	24	batch2	HoiH23	HoiH23_epithelia_ventral	4.413021	-1.2751584
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	6.658219	-0.428362
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	38	batch2	HoiH23	HoiH23_peptidergic_lambda	1.3332136	18.43664
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	3	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	11.646924	3.0361385
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.7778254	9.216002
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.167513	2.916593
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.626993	-0.57056904
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.8641253	9.019852
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.0136538	8.851612
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.155225	8.486316
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.9509172	8.310853
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.471046	-0.73651415
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	36	batch2	HoiH23	HoiH23_peptidergic_zeta_like	20.414627	3.3183165
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.018519	2.6223507
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	7.3906503	19.750612
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-4.972769	7.9905257
unassigned	unassigned	unassigned	epithelia_unknown	plum3	23	batch2	HoiH23	HoiH23_epithelia_unknown	5.764514	0.3077528
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.7904794	-10.790336
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	7.623937	-0.99900067
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_peptidergic_alpha	15.053701	19.302107
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.0743656	9.108379
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	4.377316	2.6913822
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	6.3204226	8.7475195
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.5464983	8.628873
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	21.906183	8.682013
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	5.6022167	1.7618449
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.6875796	8.931902
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_peptidergic_theta	-10.509372	-5.700898
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.046705	2.519325
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.1083236	8.726028
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.1491833	8.61745
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	2.4064124	0.24386644
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	7.141216	19.53985
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_epithelia_ventral	4.1259184	2.6486077
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	3.9936354	0.4192538
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.6252775	3.1706347
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_peptidergic_theta	-10.490858	-5.6712494
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-7.0521913	8.880555
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.059908	8.444198
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.8561528	-0.7457868
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	6.8077536	19.207605
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.2764964	8.474331
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.807798	9.218685
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	HoiH23	HoiH23_peptidergic_eta	20.232265	8.493793
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.573328	9.143906
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-7.1542864	9.121688
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.3726573	3.2805083
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	6.6766434	19.099558
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.749173	8.445507
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	6.940251	19.33734
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.871407	0.111607134
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.451799	2.7851295
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	7.25184	-0.7408288
unassigned	unassigned	unassigned	trans_lipophil_1_lipophil_2	gray35	3	batch2	HoiH23	HoiH23_trans_lipophil_1_lipophil_2	12.24089	2.627442
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.8799324	9.223699
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	3.9851844	2.1799874
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	6.856478	19.260195
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	6.537431	9.670192
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.12901	2.7087457
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	6.9540153	-0.59348124
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	6.296093	9.456339
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	11.547828	2.8370843
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.173807	2.7563412
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.198124	3.3628728
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	8.517797	9.765258
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.535603	1.6362901
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	8.249544	9.868907
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.182489	8.671955
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	7.3936663	19.759836
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	52	batch2	HoiH23	HoiH23_peptidergic_zeta_like	-3.0265799	20.05816
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.549391	8.5557785
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	4.335447	0.31324282
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.01374	8.027167
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.1293726	8.522202
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.7202754	0.26130334
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.7688797	-0.4703545
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.87576	8.970617
unassigned	unassigned	unassigned	epithelia_unknown	plum3	38	batch2	HoiH23	HoiH23_epithelia_unknown	1.3372338	18.464851
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	8.055033	9.550083
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	5.951875	10.630456
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.7569947	9.327214
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	7.083328	9.053554
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-4.9451623	7.6580877
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	24	batch2	HoiH23	HoiH23_peptidergic_zeta_like	19.849333	13.305617
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_peptidergic_iota	19.955156	13.244434
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_peptidergic_alpha	15.519247	19.726086
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.7237244	8.968409
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.208013	3.42544
unassigned	unassigned	unassigned	epithelia_gland_like	orange	21	batch2	HoiH23	HoiH23_epithelia_gland_like	6.5960603	8.770511
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_peptidergic_theta	-10.500416	-5.6979947
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	46	batch2	HoiH23	HoiH23_peptidergic_gamma_like	5.0157113	-11.541649
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.369895	8.659345
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.8516736	9.015086
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	4.286656	1.663955
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	21.009789	8.407619
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	6.928366	-0.24053574
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	6.1445565	8.60648
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.917867	8.522827
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	6.9849973	-0.24963252
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_epithelia_ventral	2.7111034	3.4453287
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.506961	0.31184822
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	HoiH23	HoiH23_peptidergic_eta	20.167885	8.475368
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-7.01736	9.00904
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.0429873	10.597959
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.9871736	9.464084
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.6325517	8.884137
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.782814	8.955284
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.0489454	8.227623
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	46	batch2	HoiH23	HoiH23_peptidergic_gamma_like	5.0191426	-11.5434675
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_peptidergic_zeta_like	23.760466	9.261245
unassigned	unassigned	unassigned	epithelia_gland_like	orange	25	batch2	HoiH23	HoiH23_epithelia_gland_like	2.6633105	-1.2646834
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.508248	3.0278225
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.4883046	9.160532
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_epithelia_ventral	4.0582743	2.831733
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.1704297	8.439612
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.9940376	9.116976
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.6237512	-0.6086054
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_epithelia_ventral	2.7961295	3.437854
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.777259	9.2648535
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.9058337	8.737421
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	6.463883	9.16316
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	39	batch2	HoiH23	HoiH23_peptidergic_mu_like	19.61481	-3.7015297
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	6.787886	19.204586
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.617468	3.0709994
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	3.7689624	1.0611007
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-4.8783813	8.307336
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.7928615	-10.698977
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	2.4222658	0.5840734
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.594468	8.712222
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.4846344	0.6924379
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.6237283	8.9979515
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	33	batch2	HoiH23	HoiH23_peptidergic_epsilon	-3.804076	1.0978937
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	12.192074	3.218308
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	29	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	7.7783985	-1.2184157
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.294875	8.270528
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	5.392055	1.6221057
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.514518	8.727213
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-7.067723	9.076391
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.061381	10.679387
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_epithelia_unknown	7.4104996	-0.8612286
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	6.530881	9.621662
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.7780724	9.257435
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	21.873545	8.666282
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.615123	3.2194805
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	5.003289	-0.51943463
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.23849	8.906229
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.4322557	-0.9405666
unassigned	unassigned	unassigned	epithelia_unknown	plum3	45	batch2	HoiH23	HoiH23_epithelia_unknown	8.810881	-1.120045
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	7.9621544	-1.0188925
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.4632516	8.328844
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	6.6815834	19.058228
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.738264	3.6887386
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.0131907	8.828469
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	8.144375	9.850031
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.612842	7.755169
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	-11.03685	1.5912021
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	21.045444	8.398749
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.663006	8.879263
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.0171123	8.91057
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.369659	8.355466
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.151801	10.612164
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	11.863508	2.4272552
unassigned	unassigned	unassigned	epithelia_unknown	plum3	12	batch2	HoiH23	HoiH23_epithelia_unknown	5.735468	0.38685894
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.9456697	9.205653
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.212743	8.502846
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	0	batch2	HoiH23	HoiH23_peptidergic_zeta_like	-6.0721703	8.502719
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	6.9115562	-0.29201308
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	8.366497	9.484665
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.811452	9.172166
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	5.2229266	-0.22587657
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.1352873	1.2625681
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	7.222156	9.306991
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.1549344	8.33254
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.0514746	-1.0246269
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.8923025	-10.6979885
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.155754	3.3025527
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.7599154	9.051144
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	21.61264	8.579701
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.942038	-10.705344
unassigned	unassigned	unassigned	epithelia_unknown	plum3	28	batch2	HoiH23	HoiH23_epithelia_unknown	11.209567	17.799784
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	44	batch2	HoiH23	HoiH23_peptidergic_gamma	-0.8350528	-15.359826
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.440926	3.0466163
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.8821073	-0.32173464
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.341426	7.764381
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.634563	3.2795231
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	21	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	7.6249824	10.1751175
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	44	batch2	HoiH23	HoiH23_peptidergic_gamma	-0.8318588	-15.356743
unassigned	unassigned	unassigned	epithelia_gland_like	orange	10	batch2	HoiH23	HoiH23_epithelia_gland_like	3.686458	1.9155997
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	3.935616	3.203219
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	7.4536233	19.820856
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	37	batch2	HoiH23	HoiH23_peptidergic_zeta	7.372617	23.53865
