Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	12	batch2	TrH2	TrH2_peptidergic_gamma	10.474897	7.597263
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.546857	10.3763275
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.605469	9.080237
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.245513	9.555889
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_unknown_2.1	1.9201609	-3.859439
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	17.652525	-1.1915716
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_peptidergic_epsilon	0.60096073	18.844305
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	9.126838	9.661084
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.26309	-0.56836647
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_peptidergic_eta	6.143213	-0.7723225
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	17.562662	0.2306764
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_lipophil	-8.53859	2.6171095
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.526367	9.63086
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.391705	4.222862
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.200479	4.29746
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_peptidergic_mu_like	1.6580039	-8.814109
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.583044	7.84666
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	8.689021	10.32268
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.439557	7.2114716
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.2426	3.1770532
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	5.209518	14.337533
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_unknown_2.1	1.9413569	-3.8369386
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.517233	10.351955
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	9.477613	7.6389976
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_epithelia_dorsal	4.7707424	15.050764
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.35121801	-0.9451512
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	17.56002	-1.4161364
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	17.497454	-1.3983192
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.974453	9.3483715
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.062544	8.986384
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	8.667556	10.3248825
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.453704	3.745758
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.18455406	-0.7352289
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	8.393523	10.250916
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-8.220531	4.608816
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	17.091326	0.07103224
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-2.9303432	11.6726885
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_unknown_2.1	2.0684073	-3.7189627
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.53974	9.243807
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	9.829989	7.4330416
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.36397198	-0.88369864
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	45	batch2	TrH2	TrH2_epithelia_ventral	-2.227075	-7.3955855
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	10.101534	8.104679
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	17.142418	-2.3953679
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_epithelia_ventral	7.8775344	6.991224
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	4.8303876	14.739678
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.14812309	-0.6686627
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.288261	8.89152
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.321844	4.2674894
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	14	batch2	TrH2	TrH2_trans_epithelia_dorsal_ventral	6.8926377	12.298747
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-8.705182	3.017092
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	4.3118143	14.290448
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	13.928019	2.4141324
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	9.750395	7.1885996
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_unknown_2.1	1.9376127	-3.8405313
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	41	batch2	TrH2	TrH2_trans_epithelia_ventral_peptidergic	9.518295	19.888107
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_peptidergic_eta	6.3979635	-1.0034876
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	39	batch2	TrH2	TrH2_peptidergic_kappa	-3.5893183	16.029768
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.661382	9.986004
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.49536	3.225552
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	4.836786	14.534201
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	14	batch2	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.077028	11.037545
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_peptidergic_mu_like	1.237356	-8.705292
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.392853	9.91581
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.858722	6.8872356
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.274448	8.834093
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	20	batch2	TrH2	TrH2_trans_lipophil_1_gland	16.835085	-0.15007207
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-8.826832	2.426485
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.1301866	4.1674147
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	47	batch2	TrH2	TrH2_peptidergic_lambda	16.654757	-12.417915
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.948187	-2.2415059
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.302431	-0.14556906
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_epithelia_dorsal_like	5.0565968	13.625338
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	36	batch2	TrH2	TrH2_peptidergic_alpha	24.425262	-0.12453171
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.22803567	-0.7387355
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-8.62936	3.3534565
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.299122	9.821269
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.24623	3.8661418
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.97376	0.08611063
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-3.1086228	11.734259
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	8.799372	10.3282795
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.604982	-1.2781657
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	29	batch2	TrH2	TrH2_unknown_2.4	-2.9064155	11.690416
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	21	batch2	TrH2	TrH2_trans_lipophil_1_epithelia	-8.662864	4.875822
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-8.359876	4.426192
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	52	batch2	TrH2	TrH2_peptidergic_gamma	21.537132	-5.9582543
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.155982	4.404631
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	10.048547	7.201013
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	34	batch2	TrH2	TrH2_peptidergic_theta	7.4273796	-1.6558571
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.780647	-1.5333419
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	33	batch2	TrH2	TrH2_unknown_2.2	2.1705666	-3.6537476
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.253926	3.5111067
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.144388	8.877381
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.831934	8.91334
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.48418	-0.7580187
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.495127	-0.6973199
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_peptidergic_beta	10.789843	15.5267
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.454048	0.1127417
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.817112	-2.1393185
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_epithelia_dorsal	6.55409	12.474692
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.228916	4.1521387
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	41	batch2	TrH2	TrH2_peptidergic_iota_like	9.557179	19.94061
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.567583	6.883022
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.265396	-0.511916
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.848598	9.182395
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_lipophil	-8.887029	2.5305057
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.875994	-2.014682
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_epithelia_dorsal_like	4.591002	13.754962
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.051126	2.9582376
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-8.545937	3.9709318
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.4591255	3.532648
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.842249	8.987488
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.545485	8.702549
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	13.742738	2.3092523
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_epithelia_dorsal	5.0656643	14.795925
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-3.0000758	11.766108
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	4.1161046	11.91062
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.411838	3.822916
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_peptidergic_mu_like	1.2767441	-8.719711
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_epithelia_dorsal_like	5.15013	13.330093
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.22748193	-0.7584081
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	13.858146	2.3791163
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	30	batch2	TrH2	TrH2_epithelia_dorsal	5.970478	7.4423423
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.203506	-1.7190291
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_peptidergic_kappa	4.423881	-4.7981944
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.2670774	3.8938403
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.2385826	3.9587233
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.437781	9.030541
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	13.798748	2.2801561
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	11	batch2	TrH2	TrH2_epithelia_ventral	7.5552783	10.937989
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	9.6226	7.394553
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.707891	9.320411
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.246527	9.4156275
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	17.11421	-0.71866876
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	17.721426	0.13695018
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_peptidergic_eta	6.424392	-1.025596
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.572535	-0.6963955
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_epithelia_ventral	8.314175	11.005463
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.20410523	-0.7025979
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	0	batch2	TrH2	TrH2_peptidergic_progenitors	8.15477	10.497254
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.575475	2.3259676
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.124641	9.0589
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_peptidergic_mu_like	1.625377	-8.84361
unassigned	unassigned	unassigned	fibre	chartreuse3	38	batch2	TrH2	TrH2_fibre	-8.941862	16.630564
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_fibre	17.665455	10.610723
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_epithelia_dorsal	5.3728385	13.717725
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.638523	-0.8482586
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	57	batch2	TrH2	TrH2_trans_epithelia_ventral_peptidergic	12.63466	21.89876
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	47	batch2	TrH2	TrH2_epithelia_ventral	16.655264	-12.445437
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	17.18111	0.20548101
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.776558	-0.4784769
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.545578	10.277258
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_epithelia_dorsal	5.3667717	13.211946
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.281525	4.057369
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.3212967	4.4827366
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	49	batch2	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.20458	10.747491
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.227755	3.4417338
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	TrH2	TrH2_peptidergic_zeta	-8.943494	16.626108
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-2.9752984	11.694288
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.720781	6.7780194
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	40	batch2	TrH2	TrH2_unknown_2.2	12.956793	2.426215
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.112313	4.42728
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.561553	9.68972
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_epithelia_dorsal	6.654554	11.99222
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.135336	3.8059113
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_epithelia_ventral	7.0582438	11.572139
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_unknown_2.3	12.15764	2.645556
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.984196	9.068822
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_epithelia_dorsal	4.8759766	14.807284
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_fibre	18.402426	9.232472
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_peptidergic_mu_like	1.2532492	-8.711387
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_epithelia_ventral	7.5450587	7.202763
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	17.79915	-0.75884145
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_epithelia_dorsal_like	4.6253133	14.708396
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.402327	-1.1912962
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_peptidergic_kappa	4.428659	-4.792306
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	5.1066184	14.612692
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_peptidergic_eta	6.1405907	-0.76852435
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-2.8799257	11.743903
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	3.9539664	11.846376
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	13.979623	2.4737163
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.0795894	4.0165606
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_lipophil	-8.741042	2.5390308
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	3	batch2	TrH2	TrH2_epithelia_ventral	16.17842	-1.8027258
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_epithelia_ventral	7.9417477	7.156336
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.18857518	-0.6670816
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-2.9442244	11.665365
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_epithelia_dorsal	4.9984655	14.836571
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.383945	4.172701
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.19416697	-0.69384325
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_lipophil	-7.361385	3.4038548
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	9.640328	7.185444
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_unknown_2.3	-2.5887775	11.507176
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_peptidergic_eta	6.4772124	-1.064114
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.860674	-0.27137595
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_peptidergic_mu_like	1.6478777	-8.834668
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_lipophil	-9.022295	2.5938323
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	17.224092	-0.209764
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	40	batch2	TrH2	TrH2_unknown_2.2	13.255214	2.4171712
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.619621	9.157813
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	15.768188	-0.291205
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_fibre	18.54125	8.784392
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	10.367317	7.464878
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.021826	4.062763
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_epithelia_ventral	9.6270895	8.939785
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	10.150643	7.2817698
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_unknown_2.3	12.116106	2.669107
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_peptidergic_beta	-3.0144062	-3.433931
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	5.115084	14.303338
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.05320717	-0.5794273
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.846146	-0.5678601
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_gland_1	16.856466	-0.5537556
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_epithelia_dorsal	5.9957123	12.296563
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_lipophil	-8.807114	2.7641635
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	4.0129223	11.80195
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	15.7293	-0.451771
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.360481	3.7856336
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.776134	-0.6349451
