Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.576463	9.710628
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_peptidergic_eta	-7.0858445	-6.0812263
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.333589	22.61558
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.5633216	4.33667
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.594498	9.53084
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	1.7402344	13.524567
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.781681	2.8003376
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.1374655	3.1850703
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	Hhon	Hhon_epithelia_ventral	-10.30286	6.4435296
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.1187096	2.752546
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-3.9785557	2.266355
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.4780223	2.619961
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.2886586	2.7089374
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.6536684	11.907821
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	9.988534	10.953484
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.9987173	11.826264
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.977309	2.5908303
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.7824807	2.8210595
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.11624	4.5806365
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.398011	5.4488416
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.5379076	4.2509127
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	-13.939276	9.126216
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.0244365	11.6189
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.631993	9.94019
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.3273873	3.2543397
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.153292	22.5042
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.810538	21.674496
unassigned	unassigned	unassigned	peptidergic_theta_like	royalblue3	51	batch2	Hhon	Hhon_peptidergic_theta_like	2.5741332	13.531121
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.6813345	9.968188
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.676433	5.449658
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.384685	3.269155
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	9.921935	11.0474
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	6.9795313	3.8801858
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_peptidergic_alpha	-10.101601	6.744852
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.1792994	22.160326
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.893158	4.0795364
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.9632223	11.600955
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	3	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	5.2702723	3.677732
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.9275131	12.361266
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.569967	5.341733
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-5.083887	1.5466117
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	-13.945078	9.153617
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.039521	10.408894
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-3.9710014	2.4690022
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.2054677	-10.221924
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.6000085	2.6592505
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.8537703	3.0142221
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.4659965	12.802447
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.268747	-10.137743
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	25	batch2	Hhon	Hhon_peptidergic_iota	-6.829691	-5.80878
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.4801054	21.503393
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.669775	2.840986
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	7.1403456	5.000691
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.5744684	12.55992
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	9.375307	12.72068
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.379786	22.090115
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-3.5435457	3.041881
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.260736	3.1552908
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.2267857	2.786631
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.5508404	4.1285896
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.763076	3.2421536
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	38	batch2	Hhon	Hhon_trans_lipophil_1_epithelia	0.64091164	25.82375
unassigned	unassigned	unassigned	peptidergic_theta_like	royalblue3	51	batch2	Hhon	Hhon_peptidergic_theta_like	2.5957215	13.547952
unassigned	unassigned	unassigned	epithelia_gland_like	orange	36	batch2	Hhon	Hhon_epithelia_gland_like	7.7147255	5.118903
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.1555004	3.09316
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	26	batch2	Hhon	Hhon_epithelia_ventral	-10.532346	12.542398
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	8.99342	0.22224039
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	Hhon	Hhon_peptidergic_delta	4.8244987	12.615476
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	Hhon	Hhon_peptidergic_kappa	15.109533	4.0634413
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.561017	2.9236593
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.67341	4.2985177
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.6560335	11.78353
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.403319	4.56552
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.009914	3.6322188
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.325893	3.243386
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.5263534	3.841432
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.0766983	2.9658577
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.6541657	11.580615
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.7003253	12.345694
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.7511425	2.8252907
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.68569	9.657173
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.8079488	12.527747
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	9.934635	10.874345
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.584227	4.4629087
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.706985	2.776275
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.9427288	11.498701
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.6538606	11.759124
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.269588	22.144775
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-3.8620415	2.2269332
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.4550447	11.853711
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	10.054204	11.339858
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_peptidergic_gamma	14.201529	-8.422569
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-3.9998643	2.7393076
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.104123	22.171652
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	12.28116	-12.122392
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.53666	-1.4381763
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.3194885	22.34297
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_peptidergic_epsilon_like	16.504147	19.526684
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.560285	4.515583
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	-6.7120667	-5.668406
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.8375375	12.593621
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	5.741744	3.9633605
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	11	batch2	Hhon	Hhon_trans_fibre_gland	5.625228	22.731997
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	Hhon	Hhon_gland_1	4.998293	2.2552912
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.430614	4.550742
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-4.364284	2.806447
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	22	batch2	Hhon	Hhon_peptidergic_iota	11.017844	-0.83505434
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	8.966268	13.481813
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_peptidergic_mu_like	-10.408142	12.388739
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.68577	9.984784
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-3.1695213	2.3202207
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	7	batch2	Hhon	Hhon_trans_gland_epithelia_ventral	-4.447025	3.1829257
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	9.005642	13.450603
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_peptidergic_beta	-4.146342	20.080868
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.529788	21.848541
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.7928197	12.150268
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.391342	10.053205
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.533693	-1.4344963
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.580598	5.0920577
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	0	batch2	Hhon	Hhon_trans_lipophil_1_gland	-3.585882	11.835955
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.806229	11.824753
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.838241	2.8204024
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-4.3345475	0.96782875
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.472139	3.2686534
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.2097182	3.0540082
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	12.290644	-12.110953
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.7023945	2.7155495
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.202318	0.43553036
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.7480998	12.461674
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.676486	5.0129213
unassigned	unassigned	unassigned	epithelia_gland_like	orange	1	batch2	Hhon	Hhon_epithelia_gland_like	-2.4667225	2.5889635
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	7	batch2	Hhon	Hhon_trans_lipophil_1_gland	-4.247186	2.6184375
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	5.976108	4.995317
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	Hhon	Hhon_epithelia_gland_like	7.667823	4.3213215
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	6.0097184	4.3668833
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.8568983	11.571005
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_peptidergic_gamma	14.227786	-8.456475
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.2689085	6.5374117
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.2332425	22.098215
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	Hhon	Hhon_peptidergic_kappa	15.004446	4.051647
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.893688	11.560309
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-3.4232185	2.1242878
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.254253	21.548943
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.371757	11.770081
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.122796	21.324776
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	-13.8968	9.108975
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.616154	9.709132
unassigned	unassigned	unassigned	epithelia_gland_like	orange	1	batch2	Hhon	Hhon_epithelia_gland_like	-2.595473	2.802116
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.2655606	5.4030237
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.500341	9.385359
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.4250994	5.2499313
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_peptidergic_beta	-3.9780061	19.894547
unassigned	unassigned	unassigned	epithelia_gland_like	orange	23	batch2	Hhon	Hhon_epithelia_gland_like	5.1206985	4.0958233
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	9.991895	10.808295
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.3866568	22.027334
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.225302	21.748106
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-3.963843	3.1434832
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.828258	4.258141
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	6.9789577	3.5483973
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.481946	22.09566
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.2440147	-10.185372
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.645333	9.527707
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.4352818	3.318383
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.234893	3.2681866
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-4.823026	1.311798
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	26	batch2	Hhon	Hhon_peptidergic_progenitors	-10.503128	12.506764
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.887286	11.55107
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	25	batch2	Hhon	Hhon_epithelia_dorsal	-7.083917	-6.0797424
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.2604885	6.551226
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.7961416	2.574463
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	Hhon	Hhon_epithelia_gland_like	7.983901	3.5720568
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.0775657	11.661712
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.542895	-1.4427152
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	Hhon	Hhon_epithelia_gland_like	7.704386	4.165478
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.760259	4.244161
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.977754	2.5924363
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.511686	21.780111
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	12.248409	-12.154915
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	5.6692924	4.153781
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.9244065	11.760483
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	5.663246	4.2720304
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.171969	21.909794
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.692176	10.210243
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-3.7942991	2.8194065
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.640908	9.771097
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_epithelia_ventral	7.4763145	5.3517942
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.679297	9.645584
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	9.959233	10.811571
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	9.939058	10.954709
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.279404	-10.087364
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	6.1287465	4.465801
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	51	batch2	Hhon	Hhon_epithelia_dorsal	2.4234054	13.510158
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.650319	2.8650098
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	5.413373	3.768378
unassigned	unassigned	unassigned	epithelia_gland_like	orange	1	batch2	Hhon	Hhon_epithelia_gland_like	-2.6678889	2.785702
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.1640635	21.517723
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.3310556	22.634056
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.3547587	-10.057527
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.7137594	2.7557597
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.708135	9.584154
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.534795	5.2421985
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.2437906	22.047836
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.487288	21.854431
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	11	batch2	Hhon	Hhon_trans_fibre_gland	5.498594	22.651161
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.0767365	12.603741
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.7181315	4.0973463
unassigned	unassigned	unassigned	trans_gland_epithelia_dorsal	gray50	1	batch2	Hhon	Hhon_trans_gland_epithelia_dorsal	-2.853588	3.003084
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	-13.95932	9.165379
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	50	batch2	Hhon	Hhon_epithelia_dorsal	8.65802	-7.9835777
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_peptidergic_eta	-6.8266716	-5.8037033
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	9.947915	11.170785
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	Hhon	Hhon_peptidergic_zeta	0.6260449	25.810228
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	44	batch2	Hhon	Hhon_epithelia_ventral	6.6070657	6.115436
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_peptidergic_mu_like	-10.415541	12.395888
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	3.849456	3.47762
