Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.103879	0.30767193
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.034937	0.45060956
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-3.2108366	2.9584608
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_gland_epithelia	-4.7693443	1.5896577
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	0.5407074	25.879112
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	1.7169752	13.499577
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	5.5192537	22.081602
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	12.6014805	2.881091
peptidergic_theta	royalblue3	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_theta	2.5802767	13.529854
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.913607	4.240871
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.075634	0.33656976
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	6.3351383	5.385894
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.199072	-0.2198426
epithelia_dorsal	mediumorchid3	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	9.889476	10.216974
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	-6.8402567	-5.819219
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	6.967279	6.2698255
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	4.162596	-10.294487
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_delta	4.8231115	12.612534
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.278768	-0.17943327
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	9.2930155	9.888778
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	9.89674	10.030705
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	4.2325773	-10.23979
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.951184	0.3128472
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-5.030824	2.3477786
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-3.300014	1.2445441
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_1	11.078038	-0.94444555
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	6.0946884	4.3624487
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-3.1091692	1.8860005
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	8.540457	5.6564426
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.6237845	4.2056646
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.727465	-0.13503262
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.025072	0.39838433
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.067878	3.712656
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-5.0474467	1.7029971
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.320213	5.266787
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.1930842	4.490654
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.0132475	0.2897175
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	9.293326	9.9027815
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.15123	5.284779
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	4.2370005	-10.181053
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.3113303	5.6119456
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.996168	2.4394817
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	5.6720233	4.626033
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	4.358318	-10.064661
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_kappa	15.177674	4.03602
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.7373915	12.609055
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	3.586276	3.3832664
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-3.6616955	1.9204638
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.093911	0.19832036
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	10.295944	9.976638
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.1402087	2.0884297
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.1591856	12.708272
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.1318216	3.3941925
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-3.3269897	2.3518093
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-5.0320463	2.1385405
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.6655593	3.3223758
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	6.829975	6.2489524
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	5.1044188	21.46032
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.537464	12.349594
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-2.8638163	12.638443
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.5154457	4.3145795
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_kappa	-12.881121	4.6601663
epithelia_unknown_2	plum3	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.7825875	3.7345538
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-5.0397453	2.6922073
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.699142	-0.05333919
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	12.335643	3.0938065
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.316679	-0.1694032
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-5.0548306	1.808231
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.17042	-0.2226629
trans_gland_epithelia	gray45	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_gland_epithelia	-3.7151742	3.4167135
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	8.108855	5.843788
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.249342	-0.115044124
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	0.661558	25.853758
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	-10.291888	12.2322035
epithelia_unknown_2	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.166652	6.7911444
peptidergic_gamma_like	skyblue1	49	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma_like	0.86493623	-8.3059225
peptidergic_omicron	lightskyblue	37	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_omicron	-4.4935575	-10.194812
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.9998026	2.3935826
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-2.8555977	2.8994832
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_nu	-8.686581	16.079844
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.7868366	12.556667
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.6777525	0.107262
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.293421	-0.1853559
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	9.752586	9.712621
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.964519	0.120587304
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.760892	4.8472967
epithelia_unknown_2	plum3	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	3.6686466	3.497969
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_nu	-8.6726	16.065847
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.5775418	12.474372
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-3.735504	3.2302587
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	-10.244222	12.174782
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.044847	0.18523072
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	9.860145	0.22855227
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.66548	2.2478259
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	-10.521839	12.529525
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.513206	2.4924054
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.8026414	12.540138
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-2.8141086	2.8946323
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.610173	3.057847
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	9.811027	9.721044
peptidergic_mu_like	cyan3	39	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	6.3217607	-15.7811775
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	9.807021	0.062224638
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	7.502192	5.3804293
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.6037164	4.2934136
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-2.3652284	12.926472
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	12.284722	3.0989578
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.071298	0.34091285
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-5.0805926	2.1986427
peptidergic_epsilon	steelblue1	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_epsilon	-13.421317	4.620384
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	6.7939653	5.403772
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	12.321882	3.0506353
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.1879478	5.9379277
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.910062	4.794995
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.7111294	12.505094
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.729291	0.01562587
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.264649	-0.124108225
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.978757	2.237693
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.7996	12.506821
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.3716989	12.7243395
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_delta	4.837503	12.629013
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	4.5764832	-9.865984
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	-10.401821	12.372801
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.628096	5.067718
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	4.2319684	-10.295326
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.354218	4.9391446
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.010048	0.31039837
epithelia_unknown_3	plum3	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	7.324496	6.015779
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-2.1472335	12.783458
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.020569	0.3057934
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	9.910326	9.929007
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.635207	3.2830584
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	9.817315	0.24253872
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.2563	-0.0104305325
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-3.9175205	3.1769495
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_gland_epithelia	-5.033686	2.7569783
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.969296	0.44460037
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	14.989987	4.0557456
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.330914	-0.12921911
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	4.171069	-10.125162
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.602058	0.059520714
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.985691	0.35923222
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.437421	0.11084894
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.825728	-0.06428334
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	12.360058	3.0035484
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.3263097	4.455994
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.920956	0.44893628
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	-10.432063	12.417741
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.267532	-0.17448847
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.0326037	3.3635473
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	10.242373	9.135188
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma	14.223267	-8.448039
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.705505	3.0380266
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_gland_epithelia	-4.676388	3.0809476
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.307333	4.9521995
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	12.278265	3.0924685
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.8338907	12.700212
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-3.6661043	12.5014515
peptidergic_nu	cyan4	50	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_nu	17.958616	2.675703
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_fibre_gland	5.1822906	21.390392
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.39823	4.764987
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	-10.235708	12.1650915
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	9.15451	0.33924806
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.726235	-0.025981495
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.2285633	4.2925525
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.2469635	5.6964817
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma	14.22959	-8.456146
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	-10.229795	12.160248
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.289667	2.8877275
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.771715	0.08203177
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.062952	4.541778
peptidergic_progenitors	blueviolet	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_progenitors	-8.684343	16.078077
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_fibre_gland	4.8824368	21.637417
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.0833125	3.4498076
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-3.5323005	1.1823684
epithelia_unknown_2	plum3	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.6111903	2.5423875
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.8993816	3.5594528
trans_gland_epithelia	gray45	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_gland_epithelia	-4.7416663	1.0684212
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.003678	0.18797827
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	9.40225	9.950146
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	5.8110833	21.53702
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.2104607	4.8552737
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-11.20437	-0.21988013
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	14.744862	3.999888
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	10.028636	0.18834735
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	-4.819358	3.2965965
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.16152	4.9473076
