TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.8768477	-5.2750545
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_169	5.8220735	0.8840949
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.8715243	-5.484641
gland_1	darkorange3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_119	0.55657274	-5.8637123
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.8485768	-4.7714396
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	6.6481967	0.7996292
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.5347545	-4.0363264
epithelia_ventral	orchid1	48	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	-13.224141	10.199327
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	8.723607	4.89188
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.8357121	-5.5556498
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.5393343	-5.206999
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_4	-1.9203218	7.147824
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	-1.7640388	-4.4726815
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	8.98046	5.276732
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.683398	4.0808506
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	5.3003225	9.960807
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-1.7566009	-5.360903
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.9316597	-5.3187
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.5145939	-5.9022336
trans_epithelia_dorsal_ventral	gray95	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	8.305086	-12.575174
epithelia_dorsal_like	mediumorchid4	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	5.7690535	0.639696
epithelia_dorsal_like	mediumorchid4	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_164	0.6071709	-5.7711906
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_140	9.241736	5.7923927
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	18.393017	6.70327
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.49673796	-5.8858433
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	8.846505	4.7949657
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	0.6789743	-5.7734385
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.41643265	-5.8578286
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	7.4499087	1.0343169
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.6176459	-5.4124
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.4352888	-5.461153
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	-1.6843398	-4.301907
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_78	-1.9139314	-4.371675
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.8968465	-5.505487
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-1.9987692	-5.369008
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	8.8505125	5.055345
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	0.5572908	-5.735683
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_109	3.488311	12.221163
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	8.419026	1.0204206
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	9.530139	1.2178065
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	8.315871	1.436193
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	-1.5739002	-5.5874257
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.6313177	-4.2210135
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_210	5.9159727	-5.75363
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	-1.9877334	-5.2037416
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	-1.7197547	-5.4391665
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.8772594	-5.3597374
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	9.215663	1.271764
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.874763	5.018214
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	2.4567256	14.332882
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_2	-1.752979	6.5599775
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	0.531681	-5.7898626
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_156	8.548935	5.9407563
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	6.1746764	0.7665233
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.844023	4.9553165
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.589775	-4.0776567
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.2090644	-5.8024526
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.6180819	-5.4400163
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.41524085	-5.897369
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-0.88624203	-5.2251306
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_98	2.4061916	14.303312
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	0.7020958	-5.8107495
trans_fibre_gland	gray55	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_91	-1.467356	-5.305482
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	8.859652	4.928361
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_2	-2.277508	6.5473824
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_202	18.388088	6.7620277
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_171	6.8704796	0.81063145
trans_epithelia_dorsal_ventral	gray95	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	9.099267	5.4919467
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-1.9196893	-5.424074
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	-1.8733087	-5.3762984
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	8.30158	1.2017368
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_87	-1.8157474	-4.6756268
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	9.023562	1.0613624
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_88	-1.8148072	-4.3626943
trans_epithelia_dorsal_ventral	gray95	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	0.8207275	-5.794646
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	-1.6764102	-4.598169
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.7063646	-5.4454465
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	8.151809	0.4930611
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.7453597	-5.458255
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	0.5692479	-5.8505197
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	6.951939	0.7321301
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	5.6103096	0.43893427
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	-1.7844008	-5.4321976
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	6.057762	0.8528592
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	-1.5112445	-5.508551
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	0.7416454	-5.921349
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.4298774	-5.485273
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	7.7199745	0.4341799
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	-1.7105274	-4.6910253
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	-2.0084407	-5.362601
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	-1.6569403	-4.110611
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_3	-2.090694	6.6566954
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	7.483155	0.5105463
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-0.23762278	-4.5829873
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_164	5.463691	0.4966212
trans_epithelia_dorsal_ventral	gray95	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	6.496788	0.8966086
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.6638302	-4.945249
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	10.230438	7.0051847
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.8107313	-5.297493
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	8.01244	0.5121351
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	7.643094	0.619034
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.847996	5.486958
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.7500675	-5.199455
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	8.510093	5.6020374
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-1.7783242	-5.3506184
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.9554586	-5.3635507
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.6741537	-5.3356996
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.6479728	-4.079613
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	0.107739456	-5.7231503
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_171	7.453448	0.7634873
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	0.32168034	-5.93316
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	9.396798	0.90983015
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_4	-1.7116297	8.071027
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	6.875672	0.77273625
trans_epithelia_dorsal_ventral	gray95	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_163	1.2977918	21.79119
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	6.886526	0.7585259
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.6857444	-4.4442554
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.6113551	-5.4176497
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_98	-1.101246	-4.991268
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	-1.9926338	-4.5332913
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.8810577	-5.248087
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.8552668	-5.321938
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.3288976	-4.9916387
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	9.442769	0.98891443
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.465618	-5.284506
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.593123	3.34218
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	-1.3849272	-5.367342
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.6673874	-4.0603294
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.3430518	-5.396161
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	-1.7966788	-5.132243
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_189	8.404872	1.152056
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.9207699	-4.3073893
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_167	5.187521	0.45605245
trans_fibre_epithelia	gray85	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	-1.3711036	-4.994039
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.4427418	-5.3640924
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.6666161	-5.352596
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-1.4857249	-5.4790006
peptidergic_omicron	lightskyblue	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_217	1.3148332	21.777409
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	8.220464	0.7821783
trans_lipophil_1_gland	gray75	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	-1.9192655	6.73925
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-1.4714788	-5.427205
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	8.763425	4.90333
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.6522328	-5.326292
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.7144865	-4.1026525
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.9403301	-5.4177876
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	7.9315586	0.67185587
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	8.536842	1.1365374
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	9.43263	1.5522182
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	-1.6034092	-5.3711176
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.4666655	-5.504708
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_170	7.1317925	0.9164615
epithelia_dorsal_like	mediumorchid4	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	5.53837	0.5882455
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	-1.2601001	-5.40933
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	6.987637	0.85967165
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.3262563	-5.2737427
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-1.6711586	-5.340505
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	6.8809805	0.7815796
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.8583846	-5.37566
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	8.442298	6.0236773
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	6.601986	0.8171607
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	0.14988154	-5.837835
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	-1.6200128	-5.41402
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	-1.6911715	-5.4726343
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.6378442	-4.071773
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_4	-1.9621547	6.1920447
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-1.7853549	-5.3471613
trans_lipophil_1_gland	gray75	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	-1.7549311	6.9215984
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_78	-1.8174609	-4.430352
trans_epithelia_ventral_peptidergic	gray60	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_158	8.914353	5.254959
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_1	-1.8816735	7.946763
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.792825	-5.25855
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_79	-1.2502675	-5.3021154
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.8850065	-5.4866643
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	8.145446	0.70261556
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	-1.9356711	-5.340494
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.682816	3.3502111
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	-1.2981378	-4.4054484
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.5788671	-5.4740252
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	-1.9664613	-5.3108506
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.7824	-5.482128
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.7777607	-4.099531
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.8532495	-5.4124103
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.658401	-5.338344
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	-1.8807435	-5.244598
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.712889	-4.081399
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_170	6.554144	0.81629837
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.088842	-5.3614483
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	9.248356	1.7052621
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	0.55247957	-5.8281374
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	-1.7213277	-4.073687
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_4	-1.9272858	7.146358
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.3122878	-5.426052
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.8539131	-5.462204
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_98	2.3468373	14.491483
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.7654237	-4.1891212
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_165	5.2114034	0.4742229
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.6251478	-4.188622
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	9.6367445	1.0041871
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.6410336	-4.338185
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	6.562772	9.486052
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	8.396537	1.0399749
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	9.000986	1.0140921
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.5530663	-5.544102
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	-0.3698226	-5.6714487
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-1.8078197	-4.43878
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_1	-1.7710881	7.962308
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	9.392462	1.4552792
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.6992792	-4.0993433
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	-1.759699	-5.509551
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.9924109	-5.0672207
trans_fibre_epithelia	gray85	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	7.048592	0.6501999
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	0.5007518	-5.912237
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	0.56372124	-5.8682632
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.7068769	-5.27314
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	7.1205063	0.7803093
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	-1.9095446	-5.473636
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.4568853	-4.6322994
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	8.400327	1.137089
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	0.54757017	-5.8876615
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.9287933	-4.7067523
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.2718853	-5.2644343
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.944523	5.15936
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_184	8.679726	0.9552762
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	-1.7050952	-4.0305543
