TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	8.828583	-1.1553098
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	6.5132036	12.260368
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.173694	10.150986
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.946001	12.35843
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_gland	3.8929224	12.637508
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.505884	4.7317533
peptidergic_nu	cyan4	48	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_nu	22.406097	2.4554336
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.0571957	4.219679
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.481057	4.684125
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.181963	10.209098
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.3310266	5.370025
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.171156	12.639065
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.115172	5.3062344
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.462514	6.386704
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	6.211818	13.093641
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.984519	7.0686936
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.70084	-1.3708682
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.7571206	6.1634445
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.386341	10.028811
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.4168005	10.111843
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.795342	-1.8309737
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.3222933	6.45991
peptidergic_omicron	lightskyblue	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_omicron	15.959047	4.236799
trans_epithelia_dorsal_ventral	gray95	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	7.567388	4.965611
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.648261	0.46595436
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.4807477	6.319077
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.407769	-12.064356
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.804933	6.461232
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.124269	-1.6220928
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.475938	6.442089
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	7.402365	12.226671
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.023511	4.918847
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.6981564	6.0919695
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.663202	6.6935844
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_gland	3.834624	12.955655
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	9.521818	-1.329354
unknown_2.4	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.725947	10.356967
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	5.247319	4.206738
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.593128	6.1927404
peptidergic_lambda	cyan2	47	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_lambda	-5.739326	14.1894245
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.443581	-12.095745
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.948845	12.3700285
trans_lipophil_1_epithelia	gray80	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_epithelia	-6.0260286	6.109886
epithelia_dorsal	mediumorchid3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	7.4233084	12.225526
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.0957355	12.8964815
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.202382	10.149556
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu	-14.73838	8.355353
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-3.2235756	-10.606649
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.237391	12.707771
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.90732	10.3257
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	21.688198	6.779927
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.2174416	5.915219
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	9.226255	-1.1727618
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	11.171455	-1.3627918
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.1	10.04318	-8.127427
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.8005886	7.5097885
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.49197	6.295531
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	8.96335	-5.0356193
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.644661	-1.3688742
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.133976	3.451822
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.7805963	13.539653
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-10.831643	0.6554097
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.998634	12.174128
trans_epithelia_ventral_peptidergic	gray60	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_ventral_peptidergic	-4.215824	16.639418
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.883038	-1.69324
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.860784	0.17651741
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu_like	-7.06044	-4.396385
peptidergic_lambda	cyan2	58	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_lambda	17.157642	7.327189
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.719698	12.716067
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.084991	0.2735123
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-4.941508	5.083943
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.004726	5.35487
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.8471973	12.250718
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.8450146	9.111164
peptidergic_iota_like	deepskyblue1	56	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	-6.4419866	-6.837928
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.153315	5.532225
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.0214276	13.013332
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.1485014	7.7496047
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.813666	5.349036
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.927387	5.7272058
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.826973	10.299678
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-3.0548737	-9.910367
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.475515	4.946008
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.482327	4.4333334
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.8550177	12.833622
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.4172177	8.350647
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.763602	-1.1232553
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.9957657	9.024647
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	7.4268265	4.748024
peptidergic_eta	royalblue1	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_eta	-0.054287598	-4.0539165
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.9115076	5.7774863
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.565904	11.328248
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.280212	-1.6238422
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.154431	0.11160957
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	9.523311	-1.2259073
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_zeta	4.3175282	-14.192639
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.7114353	4.2949305
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.7501173	4.099789
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.898817	12.670863
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.353767	4.8593006
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.079088	-0.22118689
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.852202	6.2203608
epithelia_ventral	orchid1	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	9.685533	10.395818
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	11.201941	-1.1722751
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.544261	-1.2790153
fibre	chartreuse3	53	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	6.884792	-10.839966
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.128354	-0.039071597
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.838146	6.097506
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	9.064557	-1.2760575
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.192563	-11.9589405
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.647639	-12.06681
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.044739	12.728832
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.60545	-12.109401
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.50898	-5.3807425
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.834945	9.028698
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	21.716988	6.7490983
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.562905	0.39079338
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.522477	-5.3766193
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.8662467	9.0201
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	7.195781	-7.428024
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	7.1953907	-7.426876
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.983912	6.4179716
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_gland	3.7072616	12.788128
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.282249	4.1934466
peptidergic_nu	cyan4	48	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_nu	22.36571	2.4152246
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.916812	-0.07736891
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.1480086	-6.812284
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.3510213	4.2164755
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.16963	8.41945
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	7.2494736	-1.4056977
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.066402	8.991789
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.643245	0.56688297
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.113221	-0.16738309
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.7717834	4.350082
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.034332	-0.36239585
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	9.030452	-5.1247535
trans_fibre_epithelia	gray85	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_fibre_epithelia	-11.293836	0.8311745
peptidergic_delta	skyblue3	53	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_delta	6.9016623	-10.821759
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_zeta	4.297643	-14.170391
epithelia_dorsal_like	mediumorchid4	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.759849	3.6003199
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.5069156	4.7777634
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.5959196	-1.3415296
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.762446	-1.2701049
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	7.188845	-7.4195027
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	8.381444	6.9871545
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.009606	0.07611937
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.884478	12.597601
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	7.9856057	5.258978
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.4330835	6.3003955
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.7513156	13.1112585
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.6349216	5.3733354
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.1	10.031461	-8.10181
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	21.661966	6.748876
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.2169752	-6.800076
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.848057	-0.43477252
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.1463885	13.067371
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.970046	13.028173
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.068304	-0.21989626
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.4164405	4.2139096
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.6648602	-1.3470538
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.152271	-0.07757395
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.473346	13.146397
trans_epithelia_dorsal_ventral	gray95	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	7.506324	-0.60297084
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.267311	4.6525865
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.768797	13.247243
trans_fibre_gland	gray55	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_fibre_gland	-11.654975	0.8186883
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.270563	-1.1243778
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.1713443	-6.7268367
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.9941235	5.6432056
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.1998267	13.074073
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.148305	12.605224
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	7.200825	-7.4212008
peptidergic_omicron	lightskyblue	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_omicron	15.957673	4.234448
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.8836207	4.2762985
trans_fibre_gland	gray55	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_fibre_gland	3.904876	13.170615
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.883664	6.067312
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.502506	-12.030166
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.909354	0.20715448
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.1018767	12.563645
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.676079	11.362343
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.036462	8.464105
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.574193	-1.8449702
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.5572243	5.134212
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.097344	-1.4645373
trans_lipophil_1_epithelia	gray80	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_epithelia	-5.2686267	4.9126887
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-7.218114	5.772401
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.546492	5.1992984
