Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_157	0.78452855	3.0286996
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	22.559782	1.5523548
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.6272933	-2.6022365
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	5.0378113	13.059687
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_50	6.48584	11.4419365
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_91	2.6921618	-2.8557067
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	5.7956853	-0.34595123
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_70	4.8136353	12.700242
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_137	5.5133276	0.3928921
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	4.8568134	-0.20547372
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	2.7757874	-1.7348348
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	3.073965	2.8643968
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_126	6.406472	1.6145412
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	5.8806534	13.188153
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_131	5.8948417	0.11236552
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	6.3089	0.8755842
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.6263123	-2.6392136
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	2.6493075	3.0400639
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_129	5.876908	0.16091102
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	22.68491	1.693815
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	4.931355	1.2575427
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	5.017644	12.973032
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_98	4.832942	-0.19122213
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	22.614738	1.6351668
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_180	19.719564	6.456538
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-10.903133	9.287279
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_83	5.6600013	-2.4547348
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_50	4.6840796	12.588004
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	2.911606	-1.876774
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_144	0.93593967	3.7599366
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	5.318258	9.561205
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-10.176507	9.149609
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	4.5973024	12.441429
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	4.729964	12.082318
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	5.546705	13.216279
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	4.717704	12.63626
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_138	4.309181	1.2045394
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_31	18.485016	13.85712
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-10.298888	9.967737
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-9.905454	8.957561
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	6.483066	0.7727211
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_180	-4.928628	-5.4504485
epithelia_unknown_2	plum3	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_99	7.160005	0.13641362
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_52	4.8091383	12.799812
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	2.681049	-1.5742632
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.18025	7.947625
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_154	-0.35827026	3.4073353
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	5.624348	13.25857
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.6198626	-2.6168911
trans_gland_epithelia	gray45	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_76	4.6001177	12.543587
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_104	2.654888	-1.5483873
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	-0.22637351	2.798442
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_173	-3.7848315	-11.541255
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	1.781757	14.581496
epithelia_unknown_2	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_97	3.0789027	2.886821
peptidergic_gamma_like	skyblue1	49	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_169	2.9627218	3.4387279
peptidergic_omicron	lightskyblue	37	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_189	7.4957824	-12.195455
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	4.627349	12.649373
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	4.9137354	12.904865
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	3.7778945	20.093891
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-10.805793	9.271824
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	2.562005	-1.4347179
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_157	0.1872219	2.7961233
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	1.395407	3.432433
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.5046206	-2.5333543
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	6.3777194	-0.39739254
epithelia_unknown_2	plum3	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_101	5.579418	-2.4556735
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	3.7298415	20.064814
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-9.920969	9.421269
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	5.071472	12.970172
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	1.7755444	14.61807
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	2.8287194	-1.8028424
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	2.9205878	-1.8784127
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	5.62833	10.409912
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_184	1.190412	15.386959
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	5.228564	13.051104
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-10.992326	9.331734
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	5.477146	11.827893
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	4.5691032	12.618559
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	1.3908707	3.3649688
peptidergic_mu_like	cyan3	39	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_187	8.513056	23.320122
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	2.5863953	-1.8944288
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	2.987558	-1.7196264
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	6.436482	0.6983272
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_11	-9.756384	9.0158415
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.179901	7.942036
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	2.9502633	-2.7841663
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	5.411133	13.154292
peptidergic_epsilon	steelblue1	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_171	3.3709188	19.184916
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_124	4.4349923	0.69082487
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.1835732	7.9458556
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	4.7109175	1.3052696
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_115	4.891005	-0.48634246
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-10.20954	9.928173
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	2.5780818	-1.4590234
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	0.2385515	3.09222
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	4.969786	12.956451
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-10.648702	9.436414
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-10.783196	9.345842
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	3.6956792	4.0482464
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	22.567736	1.6100951
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	1.7939471	14.567875
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	6.070517	-0.0826474
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	22.564735	1.5684261
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_119	5.275857	1.1788021
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.6739798	-2.6204166
epithelia_unknown_3	plum3	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_104	4.6800194	1.3523414
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_19	-9.641328	9.425981
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.7030482	-2.6166961
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	1.161074	3.557253
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	4.521174	12.826923
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	2.7986932	-1.7649148
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	-0.15113287	3.6220596
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	4.531179	12.570223
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_77	5.703455	13.212341
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.5889835	-2.5882537
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	9.352162	-8.125508
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	0.15241228	3.6373732
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	22.499367	1.4691464
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	2.520192	-1.5552427
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.6095808	-2.541176
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	2.5627885	-1.5907853
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	2.57041	-1.516681
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.2428703	8.009302
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	6.4762955	0.8267501
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	3.6138554	-2.5083885
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_185	1.2573878	15.319118
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_154	-0.3970515	3.061106
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	4.5041943	12.41606
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	1.2897218	3.6035376
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	10.397537	18.639587
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	4.6390486	12.119353
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_76	4.9186573	12.92035
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	6.0981245	-0.5249906
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_28	4.2018204	7.990232
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-11.012835	9.27779
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_14	-10.356415	9.675869
peptidergic_nu	cyan4	50	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	8.83508	20.8403
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_40	18.197632	14.007673
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	5.1237993	1.121939
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	1.819463	14.542639
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.6215203	-2.6397152
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	2.4195688	-1.3779969
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	6.3128967	0.65121657
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	4.8100967	1.1837872
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	10.38933	18.631153
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	1.7056675	14.656212
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	4.5618095	12.786546
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	2.568599	-1.5710112
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	6.3812075	0.18206887
peptidergic_progenitors	blueviolet	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_163	3.7790978	20.100203
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_40	18.914444	13.699452
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	4.633181	12.295339
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_50	6.1662264	12.049721
epithelia_unknown_2	plum3	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_99	7.326971	-1.1919662
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	4.989273	-0.80754745
trans_gland_epithelia	gray45	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_78	6.5222144	13.080967
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	2.7196336	-1.6679078
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	1.8502195	3.2571695
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_37	19.516138	15.082673
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	5.1784563	1.3043762
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_154	0.3938982	3.1023822
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	9.331565	-8.100978
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	2.7345583	-1.7309843
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	4.563837	12.693858
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	6.093822	-0.003364239
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_111	6.572137	0.70929897
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-10.772338	9.302395
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_157	2.626313	3.0511854
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-9.4194765	9.033746
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	4.942245	12.911258
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	18.230637	13.362168
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	2.6037593	-1.5076259
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-9.6981	8.969959
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-11.050068	9.351032
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_175	16.795668	-5.0786066
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-10.931741	9.917868
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.5147202	-2.602038
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	3.7770386	20.094202
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-10.897479	9.297913
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	6.8142405	0.5403507
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-11.018871	9.301345
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-10.296151	9.196039
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	4.235992	-2.2689722
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	7.0364404	0.28530306
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_144	1.0649004	3.720759
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_100	3.834525	-2.3251834
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	3.0178504	-1.7950871
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	6.6401525	12.456305
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	4.6361794	12.490468
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_89	7.4831	-0.74183714
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	3.5652225	-2.544439
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_89	5.6578	9.940224
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	3.524779	-2.6043303
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	4.4087496	12.733142
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	2.1805077	2.9646113
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-10.435548	9.5609455
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	5.6175895	13.265396
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	6.1832013	0.95744
epithelia_ventral	orchid1	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	2.976499	-1.8811061
peptidergic_epsilon	steelblue1	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_171	3.648251	19.776999
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	1.2458156	3.5241694
peptidergic_beta	dodgerblue3	44	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	-0.32231373	-9.663603
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-10.288068	9.553501
peptidergic_lambda	cyan2	41	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_181	17.173273	-9.965341
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	3.7781565	20.09729
epithelia_unknown_2	plum3	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_99	7.257095	-1.1201948
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	5.620862	1.0882628
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	9.343583	-8.116196
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	6.5152016	-0.584383
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	4.5718374	1.0736139
epithelia_unknown_2	plum3	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_101	5.0475597	1.4256392
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	10.377206	18.617956
peptidergic_mu	cyan3	32	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_183	13.477107	21.311724
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.220179	7.9909
